"제공대상","제목","내용","게시시작시간","게시종료시간"
국문,"2024년 추석 연휴 열차운행 심야 연장 및 시간 조정 알림",열차운행 효율성 향상과 에너지 사용절감을 위하여 추석 연휴기간 수송수요 예측에 따라열차운행계획을 조정하오니 열차이용에 참고해 주시기 바랍니다.○ 주간 감축 운행  - 시행기간: 2024. 9. 14.(토) ~ 9. 18.(수) / 5일간  - 조정대상: 서울교통공사 2~8호선   - 감축횟수: 182회/일 감축 운행  ※ 1호선 및 2호선 지선(성수·신정)은 기존 휴일 열차운행계획 적용○ 심야 연장 운행  - 연장기간: 2024. 9. 17.(화) ~ 9. 18.(수) / 2일간  - 운행시간: 익일 02시까지(도착역 기준)  - 운행횟수: 87회※ 추석 연휴기간 열차운행계획 조정사항은 또타지하철 앱 열차시각표에 반영되지 않습니다.   아래 홈페이지로 접속하여 첨부파일(열차운행시각표)을 확인하시기 바랍니다.,"2024-09-13 00:00","2024-09-19 00:00"
국문,"2024 모바일 스탬프투어",유난히 더웠던 올 여름도 지나가고 있는 지금! 서울 곳곳의 명소를 서울지하철을 타고 방문하며 계절을 만끽할 수 있는 '모바일 스탬프투어'를 진행합니다.스탬프투어 진행 : ‘24.8.30.(금)~11.1.(금)완주기념품 배부 : ’24.11.8.(금)~11.15.(금)기념품 : 또타 후드담요 700개스탬프투어 참여방법① 또타지하철 어플을 다운받는다② 1~8호선 지하철 내에서 탑승 인증을 한다③ 명소(코스)에 방문해서 GPS 인증하고 스탬프를 받는다④ 6개 이상의 테마 스탬프를 획득하고 ‘꼭’ 설문조사를 한다.⑤ 기념품 수령 기간에 설문조사에 신청한 역에서 기념품을 수령한다.자세한 사항은 공사 홈페이지를 참조해 주시기 바랍니다.,"2024-08-30 00:00","2024-09-06 00:00"
국문,코레일 구간 남영~구로역간 정전 조치완료,코레일 구간 남영~구로역 간 전차선 정전은 조치 완료되어 1호선 열차 정상 운행 중 입니다. 열차 이용에 참고하시기 바랍니다. 08-16 16:03:11,"2024-08-16 16:03","2024-08-16 17:03"
국문,코레일 구간 남영~구로역간 정전,코레일 구간 남영~구로역 간 전차선 정전으로 인하여 1호선 열차 운행이 지연되고 있습니다. 열차 이용에 참고하시기 바랍니다. 08-16 15:49:46,"2024-08-16 15:49","2024-08-16 16:49"
국문,"8호선 열차 이용 안내","8월 10일 별내선 개통으로 8호선 환승역인 천호역, 잠실역 등의 혼잡이 예상되오니 8호선을 이용할 고객님께서는 이 점 참고하시어 열차를 이용하여 주시기 바랍니다.아울러 공사는 출·퇴근 시간 주요 환승역에 안전인력을 집중 배치하고 혼잡도를 모니터링하여 혼잡으로 인한 고객의 불편을 최소화하고 안전사고 예방에 노력하겠습니다.감사합니다.","2024-08-10 00:00","2024-08-17 00:00"
국문,별내선 개통 안내,이미지 형태의 공지사항,"2024-08-06 00:00","2024-08-19 00:00"
국문,코레일 운행중지 구간 알림,코레일 운행구간 중1호선(경원선) 덕정~연천역경의중앙선 문산~임진강역집중호우로 인하여 금일(7.18.) 열차운행이 중지되었습니다.열차 이용에 참고하시기 바랍니다. 07-18 06:16:43,"2024-07-18 06:16","2024-07-18 07:16"
국문,실시간열차정보 안내,"코레일 서울본부 화재 복구 완료되어 1, 3, 4호선 코레일 구간 실시간열차정보가 정상화되었음을 안내드립니다.○ 코레일 구간  - 1호선(서울역~청량리역 외 구간)  - 3호선(삼송역~대화역)  - 4호선(선바위역~오이도역)앱 이용에 참고하시기 바랍니다.","2024-07-12 11:00","2024-07-13 00:00"
국문,실시간열차정보 안내,지난 7월 6일 발생한 코레일 서울본부 전산실 화재로 코레일 운영구간은 일시적으로 실시간 열차정보를 확인할 수 없으니 앱 이용에 참고하시기 바랍니다.○ 미현시 구간  - 1호선(서울역~청량리역 외 구간)  - 3호선(삼송역~대화역)  - 4호선(선바위역~오이도역)앱 이용에 불편을 드려 대단히 죄송합니다.,"2024-07-10 11:00","2024-07-12 11:00"
국문,"5호선 마포역 무정차 통과 종료",오늘 14:39경 발생한 5호선 마포역 무정차 통과(폭발물 의심물체 신고) 관련 경찰 이상없음 확인되어 15:18경부터 5호선 열차 정상운행중입니다.[서울교통공사] 07-07 15:21:36,"2024-07-07 15:21","2024-07-07 16:21"
국문,"5호선 마포역 무정차 통과",오늘 14:39경 5호선 마포역 승강장에 폭발물 의심물체 신고로 마포역 상하선 열차가 무정차 통과하고 있습니다. 열차이용에 참고하시기 바랍니다.[서울교통공사]  07-07 14:46:55,"2024-07-07 14:46","2024-07-07 15:46"
국문,지하철 상가 질서수준 만족도 조사 알림,"2024년 지하철 상가 질서수준 만족도 조사에 참여해 주세요.  1. 기간 : 2024. 7. 1.(월) ~ 7. 14.(일) / 2주간  2. 대상 : 1~8호선 지하철 이용고객  3. 링크 : 하단 링크 첨부◎ 문의 : 서울교통공사 고객안전지원센터 ☏ 02)6110-1702","2024-07-01 00:00","2024-07-15 00:00"
국문,"2호선 특정 장애인단체 시위 사전안내","서울교통공사에서 알려드립니다.오늘 08시부터 2호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 07-01 06:41:28","2024-07-01 06:41","2024-07-01 07:41"
국문,대치역 상하선 열차 운행 재개,"서울교통공사에서 알려드립니다.03:42경 발생한 3호선 터널 내 특수차 배터리 연기발생으로 인한  대치역 열차 무정차 통과는 배기완료로 상,하선 열차 운행 재개 중 입니다. 열차 이용에 참고하시기 바랍니다. 07-01 06:21:04","2024-07-01 06:21","2024-07-01 07:21"
국문,대치역 상하선 무정차 통과,"서울교통공사에서 알려드립니다.03:42경 발생한 3호선 도곡~대치역 간 하선 특수차 배터리 연기발생 조치 완료되었으나 대치역 배기관계로 상,하선 열차 무정차 통과 중 입니다. 열차 이용에 참고하시기 바랍니다.  07-01 05:59:39","2024-07-01 05:59","2024-07-01 06:59"
국문,"3호선 압구정~수서역 간 열차운행 중지","서울교통공사에서 알려드립니다.03:42경 3호선 도곡~대치역 간 하선 특수차 배터리에서 연기발생으로 압구정~수서역 간 상,하선 열차운행이 중지되었으니, 다른 교수단을 이용하시기 바랍니다. 열차 이용에 불편을 드려 대단히 죄송합니다. 07-01 05:21:59","2024-07-01 05:22","2024-07-01 06:22"
국문,기후동행카드 본사업 시행 안내,"○ 시 행 일 : 2024.7.1.(토)○ 청년할인 - 대상 : 만 19~39세 대상 청년할인 - 권종 : 30일권 7,000원 할인  (따릉이 미포함 55,000원 / 포함 58,000원) - 방법 : 충전 시 할인 가격 선택 (실물카드의 경우 사전등록 필요)  ※ ’24.2.26.~6.30. 충전분에 대해서는 7.2.부터 티머니 홈페이지 별도 신청 후 소급 환급○ 단기권(관광권) - 권종 : 1일(5천원)/2일(8천원)/3일(1만원)/5일(1만5천원)/7일(2만원) - 방법 : 기후동행카드 충전 시 해당 권종 선택○ 기타 세부 이용범위, 환불절차 등은티머니 카드&페이 홈페이지를참조하시기 바랍니다.","2024-07-01 00:00","2024-07-11 00:00"
국문,모바일 열차 안내방송 서비스 시범 운영,"스마트폰으로 열차 내 안내방송을 보고 들을 수 있는 '모바일 열차 안내방송 서비스'가 2호선 대상으로 시범 운영함을 안내드립니다. ○ 지원기종: 안드로이드 ○ 이용 방법(앱 업데이트 필요)   - 2호선 열차 탑승   - 우측 상단 ‘내 위치 조회(화살표)’ 아이콘 클릭 ○ 기능 설명   - 안내방송 시청, 청취   - 현재 탑승한 열차 위치, 칸별 혼잡도 확인   - 다른 앱 사용 시 팝업 형태로 열차 위치 안내※ 음성 안내, 다른 앱 위에 표시 기능은 해당 화면 우측 상단 설정을 통해 활성화 하실 수 있습니다.","2024-06-28 00:00","2024-07-05 00:00"
국문,"9호선 열차 혼잡도 정보 제공","9호선 전 구간(개화~중앙보훈병원) 일반 및 급행열차 대상으로 열차 내 칸별 혼잡도 정보를 제공합니다.  ○ 제공일자    - 2024.06.28.(금)  ○ 혼잡도 정보 확인 방법(앱 업데이트 필요)    - 하단 열차정보 탭에서 9호선 선택 후 꼬마열차 선택또타지하철 앱 이용에 참고하시기 바랍니다.","2024-06-28 09:00","2024-07-05 00:00"
국문,또타지하철 서비스 일시중단 안내,또타지하철 앱의 안정적 서비스 제공을 위한 시스템 업데이트 작업으로 서비스가 일시 중단됨을 알려 드립니다. 1. 서비스 중단일시 및 범위   - '24. 6. 11.(화) 12:00 ~ 13:00(1시간)    1) 5~8호선 역 정보 및 실시간 혼잡도    2) 5~8호선 열차 민원 신고  - '24. 6. 11.(화) 14:00 ~ 15:00(1시간)    1) 또타지하철 앱 전체 서비스2. 중단 사유: 시스템 업데이트※ 작업시간은 상황에 따라 연장 또는 단축될 수 있습니다.또타지하철 앱 이용에 불편을 드려 죄송합니다.,"2024-06-11 08:30","2024-06-11 14:00"
국문,"1호선 청량리역 승강장 연기 발생 조치완료","현재 1호선 청량리역 승강장 연기발생은 소방관 현장 확인 후 상,하선 열차 운행 재개 중 입니다. 열차 이용에 참고하시기 바랍니다. 06-06 22:02:04","2024-06-06 22:02","2024-06-06 23:02"
국문,"1호선 청량리역 승강장 연기 발생","1호선 청량리역 승강장 연기 발생으로 상,하선 열차 중단 중 입니다. 열차 이용에 참고하시기 바랍니다. 06-06 21:55:22","2024-06-06 21:55","2024-06-06 22:55"
국문,"2024 한ㆍ 아프리카 정상회의 관련 출근시간 연장운행","2024년 한국-아프리카 정상회의 관련 교통대책의 일환으로 아래와 같이 출근시간 연장운행을 실시합니다.고객여러분께서는 열차이용에 참고하시기 바랍니다.○ 시행일: 6.4.(화) 6.5.(수)○ 대  상: 1~7호선(※8호선 별내선 영업시운전 증회 운행 중)○ 운행계획: 출근시간 1시간 연장(※기존 07시~09시 ☞ 조정 07시~10시)-서울교통공사 종합관제단 06-05 07:00:00","2024-06-05 07:00","2024-06-05 10:00"
국문,"2024 한ㆍ 아프리카 정상회의 관련 출근시간 연장운행","2024년 한국-아프리카 정상회의 관련 교통대책의 일환으로 아래와 같이 출근시간 연장운행을 실시합니다.고객여러분께서는 열차이용에 참고하시기 바랍니다.○ 시행일: 6.4.(화) 6.5.(수)○ 대  상: 1~7호선(※8호선 별내선 영업시운전 증회 운행 중)○ 운행계획: 출근시간 1시간 연장(※기존 07시~09시 ☞ 조정 07시~10시)-서울교통공사 종합관제단 06-04 06:54:56","2024-06-04 06:54","2024-06-04 09:54"
국문,또타지하철 장애 조치 완료 안내,고객 여러분께 안내말씀 드립니다.또타지하철 시스템 장애 조치가 완료되어 정상적으로 이용가능하오니 앱 이용에 참고하시기 바랍니다.시스템 점검을 통하여 장애가 재발하지 않도록 최선을 다하겠습니다.다시 한번 이용에 불편을 드려 죄송합니다.,"2024-05-23 00:00","2024-05-24 00:00"
국문,경로검색 기능 개편 알림,"또타지하철 앱 경로 기능 검색 기능이 더욱 편리해졌습니다.- 출발시각 선택 기능 추가- 이전열차, 다음열차 조회 추가- 첫차 및 막차 타기 기능 추가- 어린이, 청소년, 정기권 운임 조회 등앱 업데이트 시 새로운 경로검색 화면이 적용됩니다. 앱 이용에 참고하시기 바랍니다.","2024-05-22 00:00","2024-05-28 00:00"
국문,"2호선 성수지선 용두역 무정차통과 종료 안내","서울교통공사에서 알려드립니다.현재 역사 외부 화재 관련 안전조치로 인한 2호선 성수지선 내, 외선 열차의 용두역 무정차 통과는 11:03부로 종료되어 열차 정상운행 중 입니다. 2호선 용두역을 이용하실 고객께서는 열차이용에 참고하여 주시기 바랍니다. 05-15 11:12:16","2024-05-15 11:12","2024-05-15 13:12"
국문,"2호선 성수지선 용두역 역사 외부화재 관련 무정차통과 안내","서울교통공사에서 알려드립니다.현재 역사 외부 화재 관련 유독가스 유입 우려 안전조치로 2호선 성수지선 내, 외선 열차는 용두역을 무정차 통과하고 있습니다. 용두역을 이용하실 고객께서는 인근 역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다. 05-15 10:18:24","2024-05-15 10:18","2024-05-15 12:18"
국문,"5~8호선 열차운행정보 서비스 일시중단 안내",또타지하철 앱의 안정적 서비스 제공을 위한 열차운행정보 제공 관련 장비 전환 작업으로 서비스가 일시 중단됨을 알려 드립니다. 1. 서비스 중단일시: '24. 5. 14.(화) 13:30 ~ 15:00(1시간 30분)2. 서비스 중단범위  1) 5~8호선 실시간 열차운행정보 조회  2) 5~8호선 민원 신고 시 열차운행정보 조회  ※ 위 중단범위 외 또타지하철앱 서비스 정상운영3. 중단 사유: 열차운행정보 장비 전환 작업※ 작업시간은 상황에 따라 연장 또는 단축될 수 있습니다.또타지하철 앱 이용에 불편을 드려 죄송합니다.,"2024-05-14 00:00","2024-05-14 15:00"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 05-14 06:01:15","2024-05-14 06:01","2024-05-14 07:01"
국문,서울교통공사 공공데이터 이용 활성화 설문조사,이미지 형태의 공지사항,"2024-05-14 00:00","2024-05-21 00:00"
국문,"1~4호선 열차운행정보 서비스 일시중단 안내",또타지하철 앱의 안정적 서비스 제공을 위한 열차운행정보 제공 관련 장비 전환 작업으로 서비스가 일시 중단됨을 알려 드립니다. 1. 서비스 중단일시: '24. 5. 7.(화) 14:00 ~ 15:00(1시간)2. 서비스 중단범위  1) 1~4호선 실시간 열차운행정보 조회  2) 1~4호선 민원 신고 시 열차운행정보 조회  ※ 위 중단범위 외 또타지하철앱 서비스 정상운영3. 중단 사유: 열차운행정보 장비 전환 작업※ 작업시간은 상황에 따라 연장 또는 단축될 수 있습니다.또타지하철 앱 이용에 불편을 드려 죄송합니다.,"2024-05-07 00:00","2024-05-07 15:00"
